timestamp,setup_id,event_type,price,state_before,state_after,bos_price,point_2_price,current_high_price,fib_0,fib_0_236,fib_0_618,fib_1_000,fib_1_618,entry_price,sl_price,dynamic_tp,locked_tp,tp_locked,entry_touched
2026-08-28T04:02:59.129401+00:00,13e44be2-e73c-4e5b-bbf4-0addccf297e7,BOS_DETECTED,4227.88,NO_SETUP,BOS_DETECTED,4226.79,4218.0,4226.79,4218.0,4220.07444,4223.43222,4226.79,4232.22222,4223.43222,4220.07444,4226.79,4226.79,True,True
2026-08-28T04:02:59.129401+00:00,13e44be2-e73c-4e5b-bbf4-0addccf297e7,POINT_2_FOUND,4218.0,BOS_DETECTED,POINT_2_IDENTIFIED,4226.79,4218.0,4226.79,4218.0,4220.07444,4223.43222,4226.79,4232.22222,4223.43222,4220.07444,4226.79,4226.79,True,True
2026-08-28T04:02:59.129401+00:00,13e44be2-e73c-4e5b-bbf4-0addccf297e7,SETUP_CREATED,4226.79,POINT_2_IDENTIFIED,FIB_ACTIVE,4226.79,4218.0,4226.79,4218.0,4220.07444,4223.43222,4226.79,4232.22222,4223.43222,4220.07444,4226.79,4226.79,True,True
2026-08-28T04:02:59.129401+00:00,13e44be2-e73c-4e5b-bbf4-0addccf297e7,NEW_VALID_HIGH,4226.79,FIB_ACTIVE,TP_DYNAMIC,4226.79,4218.0,4226.79,4218.0,4220.07444,4223.43222,4226.79,4232.22222,4223.43222,4220.07444,4226.79,4226.79,True,True
2026-08-28T04:02:59.129401+00:00,13e44be2-e73c-4e5b-bbf4-0addccf297e7,TP_UPDATED,4226.79,TP_DYNAMIC,TP_DYNAMIC,4226.79,4218.0,4226.79,4218.0,4220.07444,4223.43222,4226.79,4232.22222,4223.43222,4220.07444,4226.79,4226.79,True,True
2026-08-28T04:02:59.129401+00:00,13e44be2-e73c-4e5b-bbf4-0addccf297e7,ENTRY_TOUCHED,4227.88,TP_DYNAMIC,ENTRY_TOUCHED,4226.79,4218.0,4226.79,4218.0,4220.07444,4223.43222,4226.79,4232.22222,4223.43222,4220.07444,4226.79,4226.79,True,True
2026-08-28T04:02:59.129401+00:00,13e44be2-e73c-4e5b-bbf4-0addccf297e7,TP_LOCKED,4226.79,ENTRY_TOUCHED,TP_FROZEN,4226.79,4218.0,4226.79,4218.0,4220.07444,4223.43222,4226.79,4232.22222,4223.43222,4220.07444,4226.79,4226.79,True,True
2026-08-28T04:02:59.129401+00:00,13e44be2-e73c-4e5b-bbf4-0addccf297e7,SL_HIT,4220.72,TP_FROZEN,COMPLETED,4226.79,4218.0,4226.79,4218.0,4220.07444,4223.43222,4226.79,4232.22222,4223.43222,4220.07444,4226.79,4226.79,True,True
2026-08-28T04:02:59.154308+00:00,714adb98-871f-464e-b7ba-27d06888ea57,BOS_DETECTED,4231.0,NO_SETUP,BOS_DETECTED,4228.0,4218.0,4228.0,4218.0,4220.36,4224.18,4228.0,4234.18,4224.18,4220.36,4228.0,4228.0,True,True
2026-08-28T04:02:59.154308+00:00,714adb98-871f-464e-b7ba-27d06888ea57,POINT_2_FOUND,4218.0,BOS_DETECTED,POINT_2_IDENTIFIED,4228.0,4218.0,4228.0,4218.0,4220.36,4224.18,4228.0,4234.18,4224.18,4220.36,4228.0,4228.0,True,True
2026-08-28T04:02:59.154308+00:00,714adb98-871f-464e-b7ba-27d06888ea57,SETUP_CREATED,4228.0,POINT_2_IDENTIFIED,FIB_ACTIVE,4228.0,4218.0,4228.0,4218.0,4220.36,4224.18,4228.0,4234.18,4224.18,4220.36,4228.0,4228.0,True,True
2026-08-28T04:02:59.154308+00:00,714adb98-871f-464e-b7ba-27d06888ea57,NEW_VALID_HIGH,4228.0,FIB_ACTIVE,TP_DYNAMIC,4228.0,4218.0,4228.0,4218.0,4220.36,4224.18,4228.0,4234.18,4224.18,4220.36,4228.0,4228.0,True,True
2026-08-28T04:02:59.154308+00:00,714adb98-871f-464e-b7ba-27d06888ea57,TP_UPDATED,4228.0,TP_DYNAMIC,TP_DYNAMIC,4228.0,4218.0,4228.0,4218.0,4220.36,4224.18,4228.0,4234.18,4224.18,4220.36,4228.0,4228.0,True,True
2026-08-28T04:02:59.154308+00:00,714adb98-871f-464e-b7ba-27d06888ea57,ENTRY_TOUCHED,4231.0,TP_DYNAMIC,ENTRY_TOUCHED,4228.0,4218.0,4228.0,4218.0,4220.36,4224.18,4228.0,4234.18,4224.18,4220.36,4228.0,4228.0,True,True
2026-08-28T04:02:59.154308+00:00,714adb98-871f-464e-b7ba-27d06888ea57,TP_LOCKED,4228.0,ENTRY_TOUCHED,TP_FROZEN,4228.0,4218.0,4228.0,4218.0,4220.36,4224.18,4228.0,4234.18,4224.18,4220.36,4228.0,4228.0,True,True
2026-08-28T04:02:59.157357+00:00,714adb98-871f-464e-b7ba-27d06888ea57,TP_HIT,4226.9,TP_FROZEN,COMPLETED,4228.0,4218.0,4228.0,4218.0,4220.36,4224.18,4228.0,4234.18,4224.18,4220.36,4228.0,4228.0,True,True
2026-08-28T04:02:59.157357+00:00,7ee9e18f-f786-464c-bdcf-65c7abeb218b,BOS_DETECTED,4228.49,NO_SETUP,BOS_DETECTED,4228.0,4218.0,4231.0,4218.0,4220.36,4224.18,4228.0,4234.18,4224.18,4220.36,4228.0,4228.0,True,True
2026-08-28T04:02:59.157357+00:00,7ee9e18f-f786-464c-bdcf-65c7abeb218b,POINT_2_FOUND,4218.0,BOS_DETECTED,POINT_2_IDENTIFIED,4228.0,4218.0,4231.0,4218.0,4220.36,4224.18,4228.0,4234.18,4224.18,4220.36,4228.0,4228.0,True,True
2026-08-28T04:02:59.157357+00:00,7ee9e18f-f786-464c-bdcf-65c7abeb218b,SETUP_CREATED,4228.0,POINT_2_IDENTIFIED,FIB_ACTIVE,4228.0,4218.0,4231.0,4218.0,4220.36,4224.18,4228.0,4234.18,4224.18,4220.36,4228.0,4228.0,True,True
2026-08-28T04:02:59.157357+00:00,7ee9e18f-f786-464c-bdcf-65c7abeb218b,NEW_VALID_HIGH,4228.0,FIB_ACTIVE,TP_DYNAMIC,4228.0,4218.0,4231.0,4218.0,4220.36,4224.18,4228.0,4234.18,4224.18,4220.36,4228.0,4228.0,True,True
2026-08-28T04:02:59.157357+00:00,7ee9e18f-f786-464c-bdcf-65c7abeb218b,TP_UPDATED,4228.0,TP_DYNAMIC,TP_DYNAMIC,4228.0,4218.0,4231.0,4218.0,4220.36,4224.18,4228.0,4234.18,4224.18,4220.36,4228.0,4228.0,True,True
2026-08-28T04:02:59.157357+00:00,7ee9e18f-f786-464c-bdcf-65c7abeb218b,ENTRY_TOUCHED,4228.49,TP_DYNAMIC,ENTRY_TOUCHED,4228.0,4218.0,4231.0,4218.0,4220.36,4224.18,4228.0,4234.18,4224.18,4220.36,4228.0,4228.0,True,True
2026-08-28T04:02:59.157357+00:00,7ee9e18f-f786-464c-bdcf-65c7abeb218b,TP_LOCKED,4228.0,ENTRY_TOUCHED,TP_FROZEN,4228.0,4218.0,4231.0,4218.0,4220.36,4224.18,4228.0,4234.18,4224.18,4220.36,4228.0,4228.0,True,True
2026-08-28T04:02:59.163419+00:00,7ee9e18f-f786-464c-bdcf-65c7abeb218b,POST_ENTRY_HIGH_IGNORED,4231.0,TP_FROZEN,TP_FROZEN,4228.0,4218.0,4231.0,4218.0,4220.36,4224.18,4228.0,4234.18,4224.18,4220.36,4228.0,4228.0,True,True
