timestamp,setup_id,event_type,price,state_before,state_after,bos_price,point_2_price,current_high_price,fib_0,fib_0_236,fib_0_618,fib_1_000,fib_1_618,entry_price,sl_price,dynamic_tp,locked_tp,tp_locked,entry_touched
2026-08-28T03:59:17.110263+00:00,2d95ccbc-1082-4b7e-950a-2a1fd1609343,BOS_DETECTED,4248.07,NO_SETUP,BOS_DETECTED,4239.0,4219.8,4239.0,4219.8,4224.3312000000005,4231.6656,4239.0,4250.8656,4231.6656,4224.3312000000005,4239.0,4239.0,True,True
2026-08-28T03:59:17.110263+00:00,2d95ccbc-1082-4b7e-950a-2a1fd1609343,POINT_2_FOUND,4219.8,BOS_DETECTED,POINT_2_IDENTIFIED,4239.0,4219.8,4239.0,4219.8,4224.3312000000005,4231.6656,4239.0,4250.8656,4231.6656,4224.3312000000005,4239.0,4239.0,True,True
2026-08-28T03:59:17.110263+00:00,2d95ccbc-1082-4b7e-950a-2a1fd1609343,SETUP_CREATED,4239.0,POINT_2_IDENTIFIED,FIB_ACTIVE,4239.0,4219.8,4239.0,4219.8,4224.3312000000005,4231.6656,4239.0,4250.8656,4231.6656,4224.3312000000005,4239.0,4239.0,True,True
2026-08-28T03:59:17.110263+00:00,2d95ccbc-1082-4b7e-950a-2a1fd1609343,NEW_VALID_HIGH,4239.0,FIB_ACTIVE,TP_DYNAMIC,4239.0,4219.8,4239.0,4219.8,4224.3312000000005,4231.6656,4239.0,4250.8656,4231.6656,4224.3312000000005,4239.0,4239.0,True,True
2026-08-28T03:59:17.110263+00:00,2d95ccbc-1082-4b7e-950a-2a1fd1609343,TP_UPDATED,4239.0,TP_DYNAMIC,TP_DYNAMIC,4239.0,4219.8,4239.0,4219.8,4224.3312000000005,4231.6656,4239.0,4250.8656,4231.6656,4224.3312000000005,4239.0,4239.0,True,True
2026-08-28T03:59:17.110263+00:00,2d95ccbc-1082-4b7e-950a-2a1fd1609343,ENTRY_TOUCHED,4240.0,TP_DYNAMIC,ENTRY_TOUCHED,4239.0,4219.8,4239.0,4219.8,4224.3312000000005,4231.6656,4239.0,4250.8656,4231.6656,4224.3312000000005,4239.0,4239.0,True,True
2026-08-28T03:59:17.110263+00:00,2d95ccbc-1082-4b7e-950a-2a1fd1609343,TP_LOCKED,4239.0,ENTRY_TOUCHED,TP_FROZEN,4239.0,4219.8,4239.0,4219.8,4224.3312000000005,4231.6656,4239.0,4250.8656,4231.6656,4224.3312000000005,4239.0,4239.0,True,True
2026-08-28T03:59:17.110263+00:00,2d95ccbc-1082-4b7e-950a-2a1fd1609343,SL_HIT,4247.71,TP_FROZEN,COMPLETED,4239.0,4219.8,4239.0,4219.8,4224.3312000000005,4231.6656,4239.0,4250.8656,4231.6656,4224.3312000000005,4239.0,4239.0,True,True
2026-08-28T03:59:17.141654+00:00,d4597a2a-13d3-4ba7-ac45-e0041fdc39f0,BOS_DETECTED,4275.0,NO_SETUP,BOS_DETECTED,4273.51,4262.0,4275.0,4262.0,4265.068,4270.034,4275.0,4283.034,4270.034,4265.068,4275.0,4275.0,True,True
2026-08-28T03:59:17.141654+00:00,d4597a2a-13d3-4ba7-ac45-e0041fdc39f0,POINT_2_FOUND,4262.0,BOS_DETECTED,POINT_2_IDENTIFIED,4273.51,4262.0,4275.0,4262.0,4265.068,4270.034,4275.0,4283.034,4270.034,4265.068,4275.0,4275.0,True,True
2026-08-28T03:59:17.141654+00:00,d4597a2a-13d3-4ba7-ac45-e0041fdc39f0,SETUP_CREATED,4273.51,POINT_2_IDENTIFIED,FIB_ACTIVE,4273.51,4262.0,4275.0,4262.0,4265.068,4270.034,4275.0,4283.034,4270.034,4265.068,4275.0,4275.0,True,True
2026-08-28T03:59:17.141654+00:00,d4597a2a-13d3-4ba7-ac45-e0041fdc39f0,NEW_VALID_HIGH,4273.51,FIB_ACTIVE,TP_DYNAMIC,4273.51,4262.0,4275.0,4262.0,4265.068,4270.034,4275.0,4283.034,4270.034,4265.068,4275.0,4275.0,True,True
2026-08-28T03:59:17.141654+00:00,d4597a2a-13d3-4ba7-ac45-e0041fdc39f0,TP_UPDATED,4273.51,TP_DYNAMIC,TP_DYNAMIC,4273.51,4262.0,4275.0,4262.0,4265.068,4270.034,4275.0,4283.034,4270.034,4265.068,4275.0,4275.0,True,True
2026-08-28T03:59:17.141654+00:00,d4597a2a-13d3-4ba7-ac45-e0041fdc39f0,NEW_VALID_HIGH,4275.0,TP_DYNAMIC,TP_DYNAMIC,4273.51,4262.0,4275.0,4262.0,4265.068,4270.034,4275.0,4283.034,4270.034,4265.068,4275.0,4275.0,True,True
2026-08-28T03:59:17.141654+00:00,d4597a2a-13d3-4ba7-ac45-e0041fdc39f0,TP_UPDATED,4275.0,TP_DYNAMIC,TP_DYNAMIC,4273.51,4262.0,4275.0,4262.0,4265.068,4270.034,4275.0,4283.034,4270.034,4265.068,4275.0,4275.0,True,True
2026-08-28T03:59:17.149558+00:00,d4597a2a-13d3-4ba7-ac45-e0041fdc39f0,ENTRY_TOUCHED,4308.31,TP_DYNAMIC,ENTRY_TOUCHED,4273.51,4262.0,4275.0,4262.0,4265.068,4270.034,4275.0,4283.034,4270.034,4265.068,4275.0,4275.0,True,True
2026-08-28T03:59:17.149558+00:00,d4597a2a-13d3-4ba7-ac45-e0041fdc39f0,TP_LOCKED,4275.0,ENTRY_TOUCHED,TP_FROZEN,4273.51,4262.0,4275.0,4262.0,4265.068,4270.034,4275.0,4283.034,4270.034,4265.068,4275.0,4275.0,True,True
